file,venue,class3,inside
2_playing/clip_ca_1788518349117_t003200.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,3
2_playing/clip_ca_1788518349117_t005200.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,4
2_playing/clip_ca_1788518349117_t007166.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518349117_t009166.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,6
2_playing/clip_ca_1788518349117_t011133.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,7
2_playing/clip_ca_1788518356572_t001200.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518356572_t003133.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518356572_t005066.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518356572_t007000.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,8
2_playing/clip_ca_1788518356572_t008933.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518356572_t010866.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,15
2_playing/clip_ca_1788518475528_t001366.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,8
2_playing/clip_ca_1788518475528_t003600.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,14
2_playing/clip_ca_1788518475528_t005833.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518475528_t008100.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518475528_t010333.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518475528_t012566.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518480806_t001233.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518480806_t003266.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518480806_t005300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518480806_t007300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518480806_t009333.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518480806_t011366.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518486158_t001200.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518486158_t003133.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518486158_t005066.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518486158_t007000.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518486158_t008933.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518486158_t010866.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518528712_t001266.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518528712_t003300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518528712_t005333.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518528712_t007400.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518528712_t009433.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,13
2_playing/clip_ca_1788518528712_t011466.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518533961_t001333.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518533961_t003466.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518533961_t005600.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518533961_t007733.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518533961_t009866.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518533961_t012000.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518546012_t001233.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,7
2_playing/clip_ca_1788518546012_t003266.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,7
2_playing/clip_ca_1788518546012_t005300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518546012_t007300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518546012_t009333.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518546012_t011366.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,8
2_playing/clip_ca_1788518551408_t001366.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518551408_t003566.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,6
2_playing/clip_ca_1788518551408_t005766.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518551408_t008000.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518551408_t010200.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518551408_t012400.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,4
2_playing/clip_ca_1788518557362_t001400.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,2
2_playing/clip_ca_1788518557362_t003633.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518557362_t005866.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518557362_t008133.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518557362_t010366.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518557362_t012600.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,6
2_playing/clip_ca_1788518563639_t001300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,7
2_playing/clip_ca_1788518563639_t003433.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,8
2_playing/clip_ca_1788518563639_t005566.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518563639_t007700.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518563639_t009833.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518563639_t011966.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,5
2_playing/clip_ca_1788518570250_t001266.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,8
2_playing/clip_ca_1788518570250_t003333.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518570250_t005400.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518570250_t007466.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518570250_t009533.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518570250_t011600.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518575705_t001300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,7
2_playing/clip_ca_1788518575705_t003400.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518575705_t005500.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518575705_t007600.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518575705_t009700.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,8
2_playing/clip_ca_1788518575705_t011800.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,9
2_playing/clip_ca_1788518581547_t001300.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_ca_1788518581547_t003433.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,13
2_playing/clip_ca_1788518581547_t005533.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518581547_t007666.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,10
2_playing/clip_ca_1788518581547_t009766.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,12
2_playing/clip_ca_1788518581547_t011900.jpg,clipvenue_a_blue_barrier,C2_ACTIVE_PLAY,11
2_playing/clip_cb_1788518043376_t001266.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518043376_t003333.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518043376_t005366.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518043376_t007433.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518043376_t009466.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518043376_t011533.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518049658_t001200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,7
2_playing/clip_cb_1788518049658_t003133.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,16
2_playing/clip_cb_1788518049658_t005066.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,16
2_playing/clip_cb_1788518049658_t007000.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,13
2_playing/clip_cb_1788518049658_t008933.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518049658_t010866.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518452957_t001200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,6
2_playing/clip_cb_1788518452957_t003133.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518452957_t005066.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518452957_t007000.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518452957_t008933.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518452957_t010866.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518463024_t001366.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518463024_t003533.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518463024_t005733.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,14
2_playing/clip_cb_1788518463024_t007900.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518463024_t010100.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518463024_t012300.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518469145_t001400.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,13
2_playing/clip_cb_1788518469145_t003633.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,11
2_playing/clip_cb_1788518469145_t005866.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,11
2_playing/clip_cb_1788518469145_t008100.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,13
2_playing/clip_cb_1788518469145_t010333.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,11
2_playing/clip_cb_1788518469145_t012600.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518680610_t001233.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518680610_t003200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,7
2_playing/clip_cb_1788518680610_t005200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518680610_t007200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518680610_t009200.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518680610_t011166.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518688922_t001233.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518688922_t003266.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,6
2_playing/clip_cb_1788518688922_t005266.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,6
2_playing/clip_cb_1788518688922_t007300.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518688922_t009300.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,9
2_playing/clip_cb_1788518688922_t011333.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518694984_t001300.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,6
2_playing/clip_cb_1788518694984_t003400.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,4
2_playing/clip_cb_1788518694984_t005500.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,2
2_playing/clip_cb_1788518694984_t007566.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,2
2_playing/clip_cb_1788518694984_t009666.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,6
2_playing/clip_cb_1788518694984_t011766.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,3
2_playing/clip_cb_1788518700749_t001366.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518700749_t003566.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,11
2_playing/clip_cb_1788518700749_t005800.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518700749_t008000.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,11
2_playing/clip_cb_1788518700749_t010233.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
2_playing/clip_cb_1788518700749_t012433.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518706532_t001266.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,7
2_playing/clip_cb_1788518706532_t003300.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,6
2_playing/clip_cb_1788518706532_t005333.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,7
2_playing/clip_cb_1788518706532_t007400.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,5
2_playing/clip_cb_1788518706532_t009433.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,6
2_playing/clip_cb_1788518706532_t011466.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,8
2_playing/clip_cb_1788518736613_t001300.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,12
2_playing/clip_cb_1788518736613_t003433.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,11
2_playing/clip_cb_1788518736613_t005566.jpg,clipvenue_b_floodlit_track,C2_ACTIVE_PLAY,10
